# Supplemental reporter citations — TEST PILOT ONLY (testnet).
#
# These are real, Published reporter citations that CourtListener is MISSING:
# CL holds the opinion cluster but never attached the West reporter cite, so our
# CL-derived corpus lacks it and a keyed-by-citation registry false-NOT_FOUNDs a
# real case. See DECISIONS 2026-06-16. The mainnet answer is Phase 7 (7.1); this
# file is the curated, re-appliable backfill for the testnet pilot only.
#
# Each row references a cluster that MUST already exist in corpus.sqlite — the
# name / year / slug / uri come from CL's own cluster data; only the cite->cluster
# link is supplied here. Apply with: uv run python scripts/backfill_supplemental.py
# (idempotent; --dry-run to preview).
#
# columns: registry,canonical,cluster_id,reason
registry,canonical,cluster_id,reason
us-ca11,979 F.3d 917,4801215,Muransky v. Godiva Chocolatier (en banc 11th Cir. 2020) — CL cluster present but reporter cite absent (citation-lookup 404)
